ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
trv1_0143,Li2.1Zr0.95Zn0.05Cl6,,Li2.1 Zr0.95 Zn0.05 Cl6,0.0002,,,,,,,,,,,halides,10.1021/acsaem.6c01288,1,data/database/obelix/processed/all-v1.csv,,,,仅有σbulk；低掺杂量; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2026,,,,,
trv1_0144,Li2.3Zr0.85Zn0.15Cl6,,Li2.3 Zr0.85 Zn0.15 Cl6,0.0003,,,,,,,,,,,halides,10.1021/acsaem.6c01288,1,data/database/obelix/processed/all-v1.csv,,,,仅有σbulk；出现单斜相; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2026,,,,,
trv1_0145,Li2.1Zr0.9Fe0.1Cl6,,Li2.1 Zr0.9 Fe0.1 Cl6,0.0005,,,,,,,,,,,halides,10.1021/acsaem.6c01288,1,data/database/obelix/processed/all-v1.csv,,,,仅有σbulk；低掺杂量; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2026,,,,,
trv1_0146,Li2.2Zr0.8Fe0.2Cl6,,Li2.2 Zr0.8 Fe0.2 Cl6,0.0009,,,,,,,,,,,halides,10.1021/acsaem.6c01288,1,data/database/obelix/processed/all-v1.csv,,,,仅有σbulk；接近最优; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2026,,,,,
trv1_0147,Li2.3Zr0.7Fe0.3Cl6,,Li2.3 Zr0.7 Fe0.3 Cl6,0.0008,,,,,,,,,,,halides,10.1021/acsaem.6c01288,1,data/database/obelix/processed/all-v1.csv,,,,仅有σbulk；开始出现二次相; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2026,,,,,
trv1_0148,Li2.1Zr0.9Ga0.1Cl6,,Li2.1 Zr0.9 Ga0.1 Cl6,0.00015,,,,,,,,,,,halides,10.1021/acsaem.6c01288,1,data/database/obelix/processed/all-v1.csv,,,,仅有σbulk；低掺杂量; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2026,,,,,
zec,Li2Zr0.8Al0.2Cl3.8O1,,Li2 Zr0.8 Al0.2 Cl3.8 O1,0.00198,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.98 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
tsw,Li2Zr0.75Al0.25Cl3.75O1,,Li2 Zr0.75 Al0.25 Cl3.75 O1,0.00201,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 2.01 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
wnt,Li2Zr0.7Al0.3Cl3.7O1,,Li2 Zr0.7 Al0.3 Cl3.7 O1,0.00174,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.74 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
odf,Li2Zr0.6Al0.4Cl3.6O1,,Li2 Zr0.6 Al0.4 Cl3.6 O1,0.00122,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.22 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
nsm,Li2Zr0.5Al0.5Cl3.5O1,,Li2 Zr0.5 Al0.5 Cl3.5 O1,0.000846,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.846 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
tlx,Li2.4Zr0.8Al0.2Cl3.8O1.2,,Li2.4 Zr0.8 Al0.2 Cl3.8 O1.2,0.0021,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 2.1 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
btq,Li2.4Zr0.75Al0.25Cl3.75O1.2,,Li2.4 Zr0.75 Al0.25 Cl3.75 O1.2,0.00254,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 2.54 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
xhm,Li2.4Zr0.7Al0.3Cl3.7O1.2,,Li2.4 Zr0.7 Al0.3 Cl3.7 O1.2,0.00224,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 2.24 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
gmh,Li2.4Zr0.6Al0.4Cl3.6O1.2,,Li2.4 Zr0.6 Al0.4 Cl3.6 O1.2,0.00134,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.34 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
gno,Li2.4Zr0.5Al0.5Cl3.5O1.2,,Li2.4 Zr0.5 Al0.5 Cl3.5 O1.2,0.000907,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.907 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
dbx,Li2.8Zr0.8Al0.2Cl3.8O1.4,,Li2.8 Zr0.8 Al0.2 Cl3.8 O1.4,0.00224,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 2.24 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
pkj,Li2.8Zr0.75Al0.25Cl3.75O1.4,,Li2.8 Zr0.75 Al0.25 Cl3.75 O1.4,0.00255,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 2.55 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
xfm,Li2.8Zr0.7Al0.3Cl3.7O1.4,,Li2.8 Zr0.7 Al0.3 Cl3.7 O1.4,0.00232,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 2.32 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
wen,Li2.8Zr0.6Al0.4Cl3.6O1.4,,Li2.8 Zr0.6 Al0.4 Cl3.6 O1.4,0.00134,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.34 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
vxk,Li2.8Zr0.5Al0.5Cl3.5O1.4,,Li2.8 Zr0.5 Al0.5 Cl3.5 O1.4,0.000969,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.969 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
thq,Li3.2Zr0.8Al0.2Cl3.8O1.6,,Li3.2 Zr0.8 Al0.2 Cl3.8 O1.6,0.00138,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.38 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
oyy,Li3.2Zr0.75Al0.25Cl3.75O1.6,,Li3.2 Zr0.75 Al0.25 Cl3.75 O1.6,0.00142,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.42 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
okv,Li3.2Zr0.7Al0.3Cl3.7O1.6,,Li3.2 Zr0.7 Al0.3 Cl3.7 O1.6,0.00137,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.37 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
nmx,Li3.2Zr0.6Al0.4Cl3.6O1.6,,Li3.2 Zr0.6 Al0.4 Cl3.6 O1.6,0.00112,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1.12 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
azb,Li3.2Zr0.5Al0.5Cl3.5O1.6,,Li3.2 Zr0.5 Al0.5 Cl3.5 O1.6,0.000921,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.921 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
dax,Li3.6Zr0.8Al0.2Cl3.8O1.8,,Li3.6 Zr0.8 Al0.2 Cl3.8 O1.8,0.000624,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.624 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
mny,Li3.6Zr0.75Al0.25Cl3.75O1.8,,Li3.6 Zr0.75 Al0.25 Cl3.75 O1.8,0.000733,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.733 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
lim,Li3.6Zr0.7Al0.3Cl3.7O1.8,,Li3.6 Zr0.7 Al0.3 Cl3.7 O1.8,0.001,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 1 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
edx,Li3.6Zr0.6Al0.4Cl3.6O1.8,,Li3.6 Zr0.6 Al0.4 Cl3.6 O1.8,0.000693,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.693 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
wdm,Li3.6Zr0.5Al0.5Cl3.5O1.8,,Li3.6 Zr0.5 Al0.5 Cl3.5 O1.8,0.00036,,,,,,,,,,,halides,10.1038/s41467-025-68210-5,1,data/database/obelix/processed/all-v1.csv,,,,Source data/add-data-LZACO.txt; original 0.36 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=是; source_year=2026,,,,,
trv1_0149,ZnH12C4(Br2N)2,,Zn1 H12 C4 Br4 N2,0.00029,,,,,,,,,,,hybrid_halide,10.1038/s41467-026-68394-4,1,data/database/obelix/processed/all-v1.csv,,,,PipZnBr4；含过量ZnBr2; synthesis_method=水热/溶剂热法+冷压; measured_temperature=25; amorphous=unknow; source_year=2026,,,,,
a71299,Li2.5Y0.75W0.25Br2.5Cl3.5,,Li2.5 Y0.75 W0.25 Br2.5 Cl3.5,0.00638,,,,,,,,,,,halides,10.1002/aenm.71299,1,data/database/obelix/processed/all-v1.csv,,,,Manual literature addition; original 6.38 mS/cm; temperature not recorded; synthesis_method=高能球磨法; measured_temperature=RT; amorphous=unknow,,,,,
caltech_icsd_7931,Li1.114Ti1.9Al0.101P3O12,,Li1.114 Ti1.9 Al0.101 P3 O12,0.00173,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7931,,
caltech_icsd_7932,Li1.222Ti1.795Al0.205P3O12,,Li1.222 Ti1.795 Al0.205 P3 O12,0.00173,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7932,,
caltech_icsd_7933,Li1.252Ti1.718Al0.281P3O12,,Li1.252 Ti1.718 Al0.281 P3 O12,0.00317,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7933,,
caltech_icsd_7934,Li1.312Ti1.592Al0.407P3O12,,Li1.312 Ti1.592 Al0.407 P3 O12,0.00563,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7934,,
caltech_icsd_7935,Li1.421Ti1.579Al0.421P3O12,,Li1.421 Ti1.579 Al0.421 P3 O12,0.00563,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7935,,
caltech_icsd_7936,Li1.414Ti1.489Al0.511P3O12,,Li1.414 Ti1.489 Al0.511 P3 O12,0.0047,,,,,,,,,,,nasicon,10.1016/j.solidstatesciences.2016.08.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,7936,,
caltech_icsd_11042,Li6.2Si0.2P0.8S5I1,,Li6.2 Si0.2 P0.8 S5 I1,7.16e-05,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11042,,
caltech_icsd_11043,Li6.25Si0.25P0.75S5I1,,Li6.25 Si0.25 P0.75 S5 I1,0.000169031,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11043,,
caltech_icsd_11044,Li6.3Si0.3P0.7S5I1,,Li6.3 Si0.3 P0.7 S5 I1,0.000466257,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11044,,
caltech_icsd_11045,Li6.4Si0.4P0.6S5I1,,Li6.4 Si0.4 P0.6 S5 I1,0.000836458,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11045,,
caltech_icsd_11046,Li6.5Si0.5P0.5S5I1,,Li6.5 Si0.5 P0.5 S5 I1,0.001361319,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11046,,
caltech_icsd_11047,Li6.6Si0.6P0.4S5I1,,Li6.6 Si0.6 P0.4 S5 I1,0.00156275,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11047,,
caltech_icsd_11048,Li6.7Si0.7P0.3S5I1,,Li6.7 Si0.7 P0.3 S5 I1,0.002009892,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11048,,
caltech_icsd_11050,Li6.05Sn0.05P0.95S5I1,,Li6.05 Sn0.05 P0.95 S5 I1,7.27e-06,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11050,,
caltech_icsd_11051,Li6.1Sn0.1P0.9S5I1,,Li6.1 Sn0.1 P0.9 S5 I1,3.5e-05,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11051,,
caltech_icsd_11052,Li6.15Sn0.15P0.85S5I1,,Li6.15 Sn0.15 P0.85 S5 I1,4.42e-05,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11052,,
caltech_icsd_11053,Li6.2Sn0.2P0.8S5I1,,Li6.2 Sn0.2 P0.8 S5 I1,5.82e-05,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11053,,
caltech_icsd_11054,Li6.25Sn0.25P0.75S5I1,,Li6.25 Sn0.25 P0.75 S5 I1,7.67e-05,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11054,,
caltech_icsd_11055,Li6.3Sn0.3P0.7S5I1,,Li6.3 Sn0.3 P0.7 S5 I1,9.17e-05,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,11055,,
caltech_icsd_12641,Li3.81Sn0.85Sb0.15S4,,Li3.81 Sn0.85 Sb0.15 S4,0.00085,,,,,,,,,,,chalcogenidotetrelates,10.1016/j.jpowsour.2019.227338,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,12641,,
caltech_icsd_12643,Li3.83Sn0.9Sb0.1S4,,Li3.83 Sn0.9 Sb0.1 S4,0.00062,,,,,,,,,,,chalcogenidotetrelates,10.1016/j.jpowsour.2019.227338,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,12643,,
caltech_icsd_12644,Li3.72Sn0.8Sb0.2S4,,Li3.72 Sn0.8 Sb0.2 S4,0.00079,,,,,,,,,,,chalcogenidotetrelates,10.1016/j.jpowsour.2019.227338,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,12644,,
caltech_icsd_14937,Li3.8Si0.8P0.2S4,,Li3.8 Si0.8 P0.2 S4,5.19e-05,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.9b00657,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14937,,
caltech_icsd_14938,Li3.5Si0.5P0.5S4,,Li3.5 Si0.5 P0.5 S4,0.000612,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.9b00657,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14938,,
caltech_icsd_14939,Li3.67Si0.67P0.33S4,,Li3.67 Si0.67 P0.33 S4,0.000231,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.9b00657,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14939,,
caltech_icsd_14940,Li3.15Si0.15P0.85S4,,Li3.15 Si0.15 P0.85 S4,0.00115,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.9b00657,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14940,,
caltech_icsd_14942,Li3.25Si0.25P0.75S4,,Li3.25 Si0.25 P0.75 S4,0.00122,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.9b00657,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14942,,
caltech_icsd_14943,Li3.33Si0.33P0.67S4,,Li3.33 Si0.33 P0.67 S4,0.00104,,,,,,,,,,,thio_lisicon,10.1021/acs.chemmater.9b00657,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14943,,
caltech_icsd_14992,Li7La3Ce0.158Zr1.842O12,,Li7 La3 Ce0.158 Zr1.842 O12,6.16e-05,,,,,,,,,,,garnet,10.1021/acs.chemmater.9b03526,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,14992,,
caltech_icsd_16799,Li7IN2,,Li7 I1 N2,4.28e-06,,,,,,,,,,,halides,10.1016/0025-5408(81)90124-0,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,16799,,
caltech_icsd_16800,Li5I2N,,Li5 I2 N1,1.71e-06,,,,,,,,,,,other,10.1016/0025-5408(81)90124-0,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,16800,,
caltech_icsd_18229,Li3.01Sc1Cl6,,Li3.01 Sc1 Cl6,0.00305,,,,,,,,,,,halides,10.1021/jacs.0c00134,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,18229,,
caltech_icsd_18587,Li5.75La3Ce0.75Nb1.25O12,,Li5.75 La3 Ce0.75 Nb1.25 O12,0.00014,,,,,,,,,,,garnet,10.1039/d0dt02112a,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,18587,,
caltech_icsd_18842,Li10Ge1Sb0.15P1.85S12,,Li10 Ge1 Sb0.15 P1.85 S12,0.0172,,,,,,,,,,,lgps,10.1021/acs.chemmater.9b04764,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,18842,,
caltech_icsd_19667,Li1.884H1.12Cl1O1,,Li1.884 H1.12 Cl1 O1,2.6e-06,,,,,,,,,,,antiperovskite,10.1021/acs.inorgchem.0c01631,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,19667,,
caltech_icsd_19905,Li1.5Ti1.5Al0.5P3O12,,Li1.5 Ti1.5 Al0.5 P3 O12,0.0038,,,,,,,,,,,nasicon,10.1021/cm010528i,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,19905,,
caltech_icsd_19965,Li6.533La2.976Zr1.5Ta0.5O11.964,,Li6.533 La2.976 Zr1.5 Ta0.5 O11.964,0.000861,,,,,,,,,,,garnet,10.1016/j.ssi.2019.115170,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,19965,,
caltech_icsd_19966,Li6.399La2.852Zr1.5Ta0.5O11.792,,Li6.399 La2.852 Zr1.5 Ta0.5 O11.792,0.000732,,,,,,,,,,,garnet,10.1016/j.ssi.2019.115170,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,19966,,
caltech_icsd_19992,Li6.4La3Zr2Al0.2O12,,Li6.4 La3 Zr2 Al0.2 O12,0.0001,,,,,,,,,,,garnet,10.1016/j.ssi.2020.115317,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,19992,,
caltech_icsd_22269,Li5.5P1S4.5Cl1.5,,Li5.5 P1 S4.5 Cl1.5,0.00941,,,,,,,,,,,argyrodites,10.1002/anie.201814222,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,22269,,
caltech_icsd_22436,Li6.96Si1.71Sn1.55P0.8S12,,Li6.96 Si1.71 Sn1.55 P0.8 S12,8.5e-05,,,,,,,,,,,lgps,10.1016/j.ssi.2020.115458,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,22436,,
caltech_icsd_22956,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.0011,,,,,,,,,,,garnet,10.2109/jcersj2.19022,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,22956,,
caltech_icsd_22959,Li6.2La3Zr1.2Ta0.8O12,,Li6.2 La3 Zr1.2 Ta0.8 O12,0.000581,,,,,,,,,,,garnet,10.2109/jcersj2.19022,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,22959,,
caltech_icsd_25445,Li6.5La3Zr1.5Nb0.5O12,,Li6.5 La3 Zr1.5 Nb0.5 O12,0.00139,,,,,,,,,,,garnet,10.2109/jcersj2.19094,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,25445,,
caltech_icsd_25446,Li6.5La3Zr1.5Ta0.5O12,,Li6.5 La3 Zr1.5 Ta0.5 O12,0.00127,,,,,,,,,,,garnet,10.2109/jcersj2.19094,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,25446,,
caltech_icsd_29957,Li3YBr6,,Li3 Y1 Br6,0.00409,,,,,,,,,,,halides,10.1021/acs.chemmater.0c04352,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,29957,,
caltech_icsd_29965,Li3YCl6,,Li3 Y1 Cl6,4.75e-05,,,,,,,,,,,halides,10.1021/acs.chemmater.0c04352,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,29965,,
caltech_icsd_30301,Li5.7Ca0.15P1S5Cl1,,Li5.7 Ca0.15 P1 S5 Cl1,0.0052,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.0c03090,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,30301,,
caltech_icsd_30302,Li5.55Ca0.1P1S4.75Cl1.25,,Li5.55 Ca0.1 P1 S4.75 Cl1.25,0.0068,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.0c03090,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,30302,,
caltech_icsd_30303,Li5.35Ca0.1P1S4.5Cl1.55,,Li5.35 Ca0.1 P1 S4.5 Cl1.55,0.0102,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.0c03090,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,30303,,
caltech_icsd_30304,Li5.3Ca0.1P1S4.5Cl1.5,,Li5.3 Ca0.1 P1 S4.5 Cl1.5,0.0077,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.0c03090,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,30304,,
caltech_icsd_30385,Li5VS2(O2F)4,,Li5 V1 S2 O8 F4,2.24e-05,,,,,,,,,,,oxyhalides,10.1021/acsami.0c14781,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,30385,,
caltech_icsd_32326,Li3.53V0.3Ge0.525P0.175O4,,Li3.53 V0.3 Ge0.525 P0.175 O4,5.1e-05,,,,,,,,,,,lisicon,10.1021/acsaem.9b01152,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,32326,,
caltech_icsd_33191,Li29Zr9Nb3O40,,Li29 Zr9 Nb3 O40,0.000175,,,,,,,,,,,oxides,10.1016/j.jallcom.2019.152517,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,33191,,
