ID,True Composition,Z_by_element,χ_all,χ-,χ+(incl Li+),χ+(excl Li+),χ+(incl Li+) - χ-,χ+(excl Li+) - χ-,χ_max - χ_min,r_all (pm),r- (pm),r+(incl Li+) (pm),r+(excl Li+) (pm),r+(excl Li+) - r-,r+(incl Li+) - r-,r+(excl Li+) / r-,r+(incl Li+) / r-,ρ_all (C m⁻³),ρ- (C m⁻³),ρ+(incl Li+) (C m⁻³),ρ+(excl Li+) (C m⁻³),ρ+(incl Li+) / ρ-,ρ+(incl Li+) - ρ-,Φ+(incl Li+) (|Z| pm⁻¹),Φ+(excl Li+) (|Z| pm⁻¹),n_halide,n_host_cation,n_anion,n_Li,Ionic conductivity (S cm-1)
9yt,Li24.0P4.0S20.0Cl1.0Br3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8446153846153843,2.5857142857142854,0.98,,-1.6057142857142854,,2.18,118.01923076923077,161.32142857142858,67.5,,,-93.82142857142858,,0.41841930484835066,3056547901658.4575,5569856267001.046,124354808758.77034,,0.022326394577813078,-5445501458242.275,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00186
122,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.856153846153846,2.607142857142857,0.98,,-1.6271428571428572,,2.18,117.15384615384616,159.71428571428572,67.5,,,-92.21428571428572,,0.4226296958855098,3056626960821.059,5570003091160.163,124354808758.77034,,0.022325806058550817,-5445648282401.393,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00205
ij5,Li24.0P4.0S20.0Cl2.0Br2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8484615384615384,2.592857142857143,0.98,,-1.612857142857143,,2.18,117.73076923076923,160.78571428571428,67.5,,,-93.28571428571428,,0.4198134162594403,3056574254712.658,5569905208387.419,124354808758.77034,,0.022326198401278204,-5445550399628.648,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00333
6jf,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8407692307692307,2.5785714285714287,0.98,,-1.5985714285714288,,1.98,118.3076923076923,161.85714285714286,67.5,,,-94.35714285714286,,0.4170344218887908,3056521548604.257,5569807325614.673,124354808758.77034,,0.02232659075779552,-5445452516855.902,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00115
ymc,Li24.0P4.0S20.0Br2.0I2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8292307692307692,2.557142857142857,0.98,,-1.577142857142857,,1.98,119.23076923076923,163.57142857142858,67.5,,,-96.07142857142858,,0.41266375545851525,3056464334245.77,5569701070377.483,124354808758.77034,,0.022327016690384473,-5445346261618.713,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,2.62e-05
ywe,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8176923076923077,2.5357142857142856,0.98,,-1.5557142857142856,,1.6800000000000002,120.15384615384616,165.28571428571428,67.5,,,-97.78571428571428,,0.40838375108038033,3056407119887.283,5569594815140.294,124354808758.77034,,0.022327442639225082,-5445240006381.523,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,1.3e-06
kgl,Li24.0P4.0S20.0Cl3.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8523076923076922,2.6,0.98,,-1.62,,2.18,117.4423076923077,160.25,67.5,,,-92.75,,0.42121684867394693,3056600607766.859,5569954149773.791,124354808758.77034,,0.022326002228190815,-5445599341015.0205,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00226
vqj,Li24.0P4.0S20.0Br3.0I1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8349999999999997,2.5678571428571426,0.98,,-1.5878571428571426,,1.98,118.76923076923077,162.71428571428572,67.5,,,-95.21428571428572,,0.41483757682177347,3056492941425.0137,5569754197996.079,124354808758.77034,,0.022326803722058593,-5445399389237.309,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.000112
h82,Li24.0P4.0S20.0Br1.0I3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8234615384615382,2.5464285714285713,0.98,,-1.5664285714285713,,1.98,119.6923076923077,164.42857142857142,67.5,,,-96.92857142857142,,0.4105125977410947,3056435727066.527,5569647942758.89,124354808758.77034,,0.02232722966277326,-5445293134000.119,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,4.72e-06
9zr,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8407692307692307,2.5785714285714287,0.98,,-1.5985714285714288,,1.98,118.3076923076923,161.85714285714286,67.5,,,-94.35714285714286,,0.4170344218887908,3056521548604.257,5569807325614.673,124354808758.77034,,0.02232659075779552,-5445452516855.902,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.000701
a8v,Li24.1P3.9Si0.1S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8385604606525914,2.5799641577060934,0.983801652892562,1.9,-1.5961625048135315,-0.6799641577060935,1.98,118.24088291746641,162.37634408602153,67.35743801652892,33.0,-129.37634408602153,-95.01890606949262,0.20323157406794248,0.41482297434191034,2984357519923.1973,5450264775760.35,141431386127.47202,4256886531984.5776,0.02594945235623738,-5308833389632.878,0.015254473105712776,0.12121212121212123,0.07677543186180422,0.0019193857965451057,0.4587332053742802,0.46257197696737046,0.000878
09w,Li24.2P3.8Si0.2S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8363601532567049,2.58136690647482,0.9875409836065573,1.9,-1.593825922868263,-0.6813669064748202,1.98,118.1743295019157,162.89928057553956,67.2172131147541,33.0,-129.89928057553956,-95.68206746078546,0.2025791635384004,0.4126305093384631,2912469981773.483,5329862207561.75,158228019604.88354,4256886531984.5776,0.029687075095562003,-5171634187956.866,0.015686923883645197,0.12121212121212123,0.07662835249042145,0.0038314176245210726,0.4559386973180076,0.4636015325670498,0.000437
x2v,Li24.3P3.7Si0.3S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8341682600382412,2.582779783393502,0.9912195121951219,1.9,-1.59156027119838,-0.6827797833935021,1.98,118.10803059273424,163.42599277978337,67.07926829268293,33.0,-130.42599277978337,-96.34672448710045,0.20192626300558883,0.41045654459062875,2840857348167.363,5208590306740.778,174751537090.7924,4256886531984.5776,0.033550639769965196,-5033838769649.986,0.016112342941611235,0.12121212121212122,0.07648183556405354,0.0057361376673040155,0.45315487571701724,0.4646271510516253,0.000873
bnh,Li24.4P3.8Si0.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.833346007604563,2.58136690647482,0.9948387096774195,1.9,-1.5865281967974005,-0.6813669064748202,1.98,117.6577946768061,162.89928057553956,66.94354838709678,33.0,-129.89928057553956,-95.95573218844278,0.2025791635384004,0.41095054656213637,2906980633397.8047,5329862207561.75,191008546230.1544,4256886531984.5776,0.03583742670854806,-5138853661331.596,0.016530900401868148,0.12121212121212123,0.07604562737642587,0.007604562737642586,0.4524714828897339,0.46387832699619774,0.000799
x9d,Li24.5P3.5Si0.5S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8298095238095238,2.5856363636363637,0.9983999999999998,1.9,-1.587236363636364,-0.6856363636363638,1.98,117.97619047619048,164.4909090909091,66.81,33.0,-131.4909090909091,-97.6809090909091,0.20061898972034928,0.4061622637338344,2698450511053.4766,4963400572717.286,207005443223.2865,4256886531984.5776,0.04170637452901738,-4756395129494.0,0.016942760942760943,0.12121212121212122,0.0761904761904762,0.009523809523809525,0.44761904761904764,0.4666666666666667,0.000902
ish,Li24.7P3.3Si0.7S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.825483870967742,2.5885347985347984,1.0053543307086614,1.9,-1.583180467826137,-0.6885347985347985,1.98,117.84535104364325,165.57142857142858,66.5492125984252,33.0,-132.57142857142858,-99.02221597300338,0.1993097497842968,0.4019365730707303,2557124560748.804,4714618315118.357,238243478296.48947,4256886531984.5776,0.05053293021250831,-4476374836821.868,0.017747024046236647,0.1212121212121212,0.07590132827324478,0.013282732447817835,0.44212523719165087,0.46869070208728647,0.000931
iiy,Li24.8P3.2Si0.8S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8233333333333335,2.5900000000000003,1.0087499999999998,1.9,-1.5812500000000005,-0.6900000000000004,1.98,117.78030303030305,166.1176470588235,66.421875,33.0,-133.1176470588235,-99.69577205882351,0.19865439093484422,0.39984839766288954,2486863079773.4707,4588855225339.489,253496425109.5768,4256886531984.5776,0.05524175696582862,-4335358800229.9126,0.01813973063973064,0.12121212121212123,0.07575757575757576,0.015151515151515154,0.4393939393939394,0.4696969696969697,0.00169
3zo,Li24.9P3.1Si0.9S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8211909262759927,2.5914760147601474,1.012093023255814,1.9,-1.5793829915043334,-0.6914760147601475,1.98,117.71550094517958,166.66789667896677,66.29651162790698,33.0,-133.66789667896677,-100.37138505105979,0.19799853875617157,0.39777613415021573,2416867237667.609,4462163994676.642,268512892127.11252,4256886531984.5776,0.06017548715095371,-4193651102549.5293,0.0185263487589069,0.12121212121212122,0.07561436672967864,0.017013232514177693,0.4366729678638942,0.4706994328922495,0.00108
vj7,Li25.0P3.0Si1.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.819056603773585,2.592962962962963,1.0153846153846153,1.9,-1.5775783475783478,-0.6929629629629632,1.98,117.65094339622641,167.22222222222223,66.17307692307692,33.0,-134.22222222222223,-101.04914529914531,0.1973421926910299,0.39571939688218755,2347135530814.9766,4334534310453.33,283298336575.1475,4256886531984.5776,0.06535842521581484,-4051235973878.1826,0.01890701890701891,0.12121212121212122,0.07547169811320754,0.018867924528301886,0.4339622641509434,0.4716981132075472,0.00141
wsd,Li25.2P2.8Si1.2S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.814812030075188,2.5959701492537315,1.0218181818181817,1.9,-1.5741519674355497,-0.6959701492537316,1.98,117.52255639097743,168.34328358208955,65.93181818181819,33.0,-135.34328358208955,-102.41146540027137,0.19602801666814434,0.39165101677292474,2208458564931.3574,4076417561016.6304,312197159814.4889,4256886531984.5776,0.07658615810119047,-3764220401202.1416,0.01965105601469238,0.12121212121212122,0.07518796992481203,0.022556390977443608,0.42857142857142855,0.47368421052631576,0.00165
10s,Li25.4P2.6Si1.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8105992509363298,2.5990225563909775,1.0280597014925374,1.9,-1.57096285489844,-0.6990225563909775,1.98,117.39513108614231,169.4812030075188,65.69776119402987,33.0,-136.4812030075188,-103.78344181348892,0.19471185839137573,0.3876403992194655,2070820377818.4028,3814419356701.185,340233331613.84985,4256886531984.5776,0.08919662464907713,-3474186025087.335,0.020372883059450227,0.1212121212121212,0.0749063670411985,0.026217228464419474,0.42322097378277157,0.4756554307116105,0.00234
fkj,Li26.0P2.0Si2.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.798148148148148,2.6084615384615386,1.0457142857142858,1.9,-1.5627472527472528,-0.7084615384615387,1.98,117.01851851851852,173.0,65.03571428571429,33.0,-140.0,-107.96428571428571,0.1907514450867052,0.3759289843104872,1664023069240.1138,3004240294125.729,419535646132.0423,4256886531984.5776,0.13964783274905523,-2584704647993.6865,0.022414622414622415,0.12121212121212122,0.07407407407407407,0.037037037037037035,0.4074074074074074,0.48148148148148145,0.00219
24k,Li28.0Ge12.0P4.0S48.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",2.0017391304347827,2.55,1.289,2.01,-1.261,-0.54,1.6,123.28260869565217,171.15384615384616,61.05,46.0,-125.15384615384616,-110.10384615384616,0.2687640449438202,0.3566966292134831,1941521985124.453,3005347882320.796,558548318769.2068,1571666508793.5586,0.18585146899462548,-2446799563551.589,0.036457326892109496,0.08695652173913043,0.0,0.13043478260869565,0.5652173913043478,0.30434782608695654,0.00011
tt3,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.856153846153846,2.607142857142857,0.98,,-1.6271428571428572,,2.18,117.15384615384616,159.71428571428572,67.5,,,-92.21428571428572,,0.4226296958855098,3056626960821.059,5570003091160.163,124354808758.77034,,0.022325806058550817,-5445648282401.393,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.0013
nig,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}]",1.8407692307692307,2.5785714285714287,0.98,,-1.5985714285714288,,1.98,118.3076923076923,161.85714285714286,67.5,,,-94.35714285714286,,0.4170344218887908,3056521548604.257,5569807325614.673,124354808758.77034,,0.02232659075779552,-5445452516855.902,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00277
z16,Li24.0P4.0S19.6Se0.4Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8405384615384617,2.5781428571428573,0.98,,-1.5981428571428573,,1.98,118.41538461538461,162.05714285714288,67.5,,,-94.55714285714288,,0.41651974612129755,3056502896753.558,5569772686463.376,124354808758.77034,,0.02232672960980955,-5445417877704.605,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.0032
hbz,Li24.0P4.0S19.2Se0.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8403076923076926,2.577714285714286,0.98,,-1.5977142857142859,,1.98,118.5230769230769,162.25714285714284,67.5,,,-94.75714285714284,,0.4160063391442156,3056484244902.8604,5569738047312.08,124354808758.77034,,0.022326868463550663,-5445383238553.31,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00392
uut,Li24.0P4.0S18.8Se1.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8400769230769234,2.5772857142857144,0.98,,-1.5972857142857144,,1.98,118.63076923076925,162.45714285714286,67.5,,,-94.95714285714286,,0.41549419627154416,3056465593052.163,5569703408160.784,124354808758.77034,,0.0223270073190189,-5445348599402.014,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00362
cju,Li24.0P4.0S18.4Se1.6Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8398461538461537,2.5768571428571425,0.98,,-1.5968571428571425,,1.98,118.73846153846155,162.65714285714284,67.5,,,-95.15714285714284,,0.41498331284033024,3056446941201.4644,5569668769009.487,124354808758.77034,,0.022327146176214292,-5445313960250.717,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00364
d9l,Li24.0P4.0S18.0Se2.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8396153846153847,2.5764285714285715,0.98,,-1.5964285714285715,,1.98,118.84615384615384,162.85714285714286,67.5,,,-95.35714285714286,,0.4144736842105263,3056428289350.7666,5569634129858.192,124354808758.77034,,0.02232728503513686,-5445279321099.422,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00268
96f,Li24.0P4.0S17.6Se2.4Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8393846153846158,2.576,0.98,,-1.596,,1.98,118.95384615384614,163.05714285714288,67.5,,,-95.55714285714288,,0.41396530576485013,3056409637500.0693,5569599490706.896,124354808758.77034,,0.022327423895786656,-5445244681948.126,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00278
1kq,Li24.0P4.0S17.2Se2.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",1.8391538461538464,2.5755714285714286,0.98,,-1.5955714285714286,,1.98,119.06153846153845,163.25714285714284,67.5,,,-95.75714285714284,,0.4134581729086455,3056390985649.3706,5569564851555.6,124354808758.77034,,0.0223275627581637,-5445210042796.829,0.014814814814814815,,0.07692307692307693,0.0,0.46153846153846156,0.46153846153846156,0.00301
